accession	organism_name	species	assembly_level	assembly_status	species_status	source	callable_fraction	reconstructed_fraction	n_fraction	explicit_deleted_nt	insertion_nt	sensitive_rescued_nt	internal_stop_count_naive	frame_remainder	supported_events	rescued_events	quality_score	warnings
GCA_032405125.2	Capricornis sumatraensis	Capricornis sumatraensis	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9669895945461069	0.9669895945461069	0.010968921389396709	62	10	0	35	2	14	0	175.46327120425912	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_032433645.1	Ovis aries	Ovis aries	Contig	DISRUPTED_POSSIBLE	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.4251883745963401	0.4251883745963401	0.5688339992735197	36	2	0	8	2	6	0	81.54023872460951	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_032452875.1	Bos javanicus	Bos javanicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	32	2	14	0	174.71978175525868	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_033030755.1	Bos indicus	Bos indicus	Contig	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	168.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_033032115.1	Bos taurus	Bos taurus	Contig	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	41	1	16	0	168.61207331024858	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_033118175.2	Dama dama	Dama dama	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9730893433799784	0.9730893433799784	0.0018301610541727673	70	15	26	42	2	9	0	176.2906327274561	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_033439445.1	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	175.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_034097375.1	Bos taurus	Bos taurus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_034195675.1	Cervus nippon	Cervus nippon	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.8998923573735199	0.8998923573735199	0.0741009807482746	75	41	17	41	2	10	0	167.34524223824582	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_034233915.1	Rucervus eldii siamensis	Rucervus eldii	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9085037674919269	0.9085037674919269	0.06598240469208211	75	16	41	37	1	7	0	164.95893051299586	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_034234005.1	Rucervus eldii thamin	Rucervus eldii	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.8963042698241838	0.8963042698241838	0.08080438756855576	68	16	17	35	2	7	0	113.52305880674395	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_038088365.1	Cervus nippon	Cervus nippon	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9006099748833871	0.9006099748833871	0.07371096586782862	74	41	17	37	0	11	0	167.61966247754773	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_038501445.1	Rusa alfredi	Rusa alfredi	Scaffold	UNRESOLVED_ASSEMBLY_GAP	UNRESOLVED	first_pass_plus_refiner_sensitive_remnant	0.8998923573735199	0.8998923573735199	0.0747800586510264	75	16	17	37	1	7	0	123.21169089583802	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_038502695.1	Capra falconeri	Capra falconeri	Scaffold	DISRUPTED_POSSIBLE	DISRUPTED_POSSIBLE	first_pass_reference_anchored_remnant	0.47793326157158234	0.47793326157158234	0.5161056822294607	29	5	0	18	0	7	0	94.16742105947468	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_039877825.1	Muntiacus vaginalis	Muntiacus vaginalis	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9669895945461069	0.9669895945461069	0.0025744759102611253	85	17	26	37	1	9	0	175.67321469550808	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_039881165.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_039881175.1	Bos taurus	Bos taurus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	14	0	174.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_040085125.1	Cervus nippon	Cervus nippon	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9002511661284536	0.9002511661284536	0.07373774064656738	75	41	17	42	2	11	0	167.39572042703696	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_040182635.1	Pantholops hodgsonii	Pantholops hodgsonii	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9687836383207751	0.9687836383207751	0.010972933430870519	57	4	28	40	1	10	0	175.64263546131122	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_040259355.1	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9634015069967707	0.9634015069967707	0.012472487160674981	68	7	26	23	2	14	0	175.07349688320969	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_040285425.1	Bos taurus	Bos taurus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	15	0	174.76591946409474	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_040286185.1	Bos taurus	Bos taurus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_040438115.1	Tragelaphus eurycerus isaaci	Tragelaphus eurycerus	Chromosome	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.8923573735199138	0.8923573735199138	0.08394160583941605	70	23	19	33	1	16	0	117.09762479585545	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_040543055.1	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	175.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_040805955.1	Ovis aries	Ovis aries	Complete Genome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9634015069967707	0.9634015069967707	0.012472487160674981	68	7	26	23	2	14	0	178.07349688320969	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_040806595.1	Capra hircus	Capra hircus	Complete Genome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	178.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_040822015.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_040836155.1	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9634015069967707	0.9634015069967707	0.012472487160674981	68	7	26	23	2	14	0	175.07349688320969	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_040970035.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_041053135.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_041121725.1	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9634015069967707	0.9634015069967707	0.012472487160674981	68	7	26	23	2	14	0	175.07349688320969	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_041156055.1	Ovibos moschatus	Ovibos moschatus	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.9684248295658414	0.9684248295658414	0.010948905109489052	58	11	0	41	1	15	0	172.60699486903164	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_041735815.1	Capra hircus	Capra hircus	Complete Genome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	178.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_041736475.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_041920685.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_042477335.2	Ovis canadensis	Ovis canadensis	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9630426982418371	0.9630426982418371	0.012477064220183486	69	7	26	25	1	14	0	175.03757023712126	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_042767535.1	Odocoileus hemionus	Odocoileus hemionus	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9684248295658414	0.9684248295658414	0.001838235294117647	83	16	26	41	2	10	0	172.82410060364296	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_042768445.1	Odocoileus hemionus	Odocoileus hemionus	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9684248295658414	0.9684248295658414	0.001838235294117647	83	16	26	42	2	10	0	172.82410060364296	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_042835985.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_042859625.1	Ovis canadensis	Ovis canadensis	Complete Genome	UNRESOLVED	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.0	0.0	1.0	0	0	0	0	0	0	0	2.0	"[""raw_blast_missing_or_empty""]"
GCA_043643345.1	Bos frontalis	Bos frontalis	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9608898457122353	0.9608898457122353	0.017961876832844576	60	1	26	42	1	15	0	174.6838350612353	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_043882115.1	Bos taurus	Bos taurus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_044231825.1	Addax nasomaculatus	Addax nasomaculatus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9680660208109078	0.9680660208109078	0.010964912280701754	59	8	26	30	0	11	0	175.57095392182617	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_044509215.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_044587905.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9655543595263725	0.9655543595263725	0.010997067448680353	66	7	0	43	1	13	0	175.31946624169285	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_044587935.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_044587945.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_044588015.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_045269445.1	Ovis ammon	Ovis ammon	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	175.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_046464075.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_046563475.2	Cervus albirostris	Cervus albirostris	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9002511661284536	0.9002511661284536	0.0747800586510264	74	15	17	21	1	9	0	167.70297083236426	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_047652215.1	Bos taurus	Bos taurus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01796846351301797	63	3	0	25	0	16	0	174.72997272179964	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_047671635.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_047671655.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_048126745.1	Dama dama	Dama dama	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9730893433799784	0.9730893433799784	0.0018301610541727673	70	15	26	42	2	9	0	176.2906327274561	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_048127045.1	Dama dama	Dama dama	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9730893433799784	0.9730893433799784	0.0018301610541727673	70	15	26	42	2	9	0	176.2906327274561	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_048593975.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_048594055.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_048594065.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_048594125.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_048594135.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_048594165.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_048598025.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_048598055.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9651955507714388	0.9651955507714388	0.011725906925613778	65	7	0	38	2	12	0	175.27629697143016	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_048598065.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_048598825.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_049004405.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_049004455.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	26	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_049004495.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9655543595263725	0.9655543595263725	0.010997067448680353	66	7	0	43	1	13	0	175.31946624169285	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_049004535.1	Capra hircus	Capra hircus	Chromosome	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	125.35538741424539	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_049004595.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_049004675.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	26	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_049115385.1	Moschus berezovskii	Moschus berezovskii	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9781126659490491	0.9781126659490491	0.0018301610541727673	56	1	26	39	2	11	0	176.72423646202643	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_049634445.1	Bos taurus	Bos taurus	Contig	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01796846351301797	63	3	0	25	0	16	0	168.72997272179964	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_049634505.1	Bos taurus	Bos taurus	Contig	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01796846351301797	63	3	0	25	0	16	0	168.72997272179964	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_049634545.1	Bos taurus	Bos taurus	Contig	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	168.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_049634565.1	Bos taurus	Bos taurus	Contig	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	168.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
